csid,age_class_part,sex,loc_stat,season,day,diary_type,part_educ_stat,part_job,age_class_cont,diary_keeper,shadow_present,shadow_num,fam_rel,share_hh,same_room,share_bed,ever_met,how_often,difficulties_filling_diary,difficulty_comments,record_all_contacts,record_contacts_comments,behaviour_change,behaviour_change_comments,other_comments,dok_year
1091,5,"Male",1,1,1,"Picture","2","Business Person","Adult","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","none","Yes","none","No","none","no",2011
1091,5,"Male",1,1,1,"Picture","2","Business Person","Adult","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","none","Yes","none","No","none","no",2011
1091,5,"Male",1,1,1,"Picture","2","Business Person","Adult","Participant",0,0,"Sibling","Yes","No","No","Missing","Missing","No","none","Yes","none","No","none","no",2011
1091,5,"Male",1,1,1,"Picture","2","Business Person","Primary","Participant",0,0,"Parent","No","No","No","Yes","Regularly","No","none","Yes","none","No","none","no",2011
1091,5,"Male",1,1,1,"Picture","2","Business Person","Pre-School","Participant",0,0,"Other relative","Yes","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1091,5,"Male",1,1,1,"Picture","2","Business Person","Pre-School","Participant",0,0,"Sibling","Yes","No","No","Missing","Missing","No","none","Yes","none","No","none","no",2011
1091,5,"Male",1,1,1,"Picture","2","Business Person","Older","Participant",0,0,"Spouse","No","Yes","Yes","Yes","Regularly","No","none","Yes","none","No","none","no",2011
1092,4,"Male",1,1,1,"Picture","3","Student","Adult","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Missing","999","No","none","no",2011
1092,4,"Male",1,1,1,"Picture","3","Student","Secondary","Participant",0,0,"Sibling","Yes","No","No","Yes","Daily","No","none","Missing","999","No","none","no",2011
1092,4,"Male",1,1,1,"Picture","3","Student","Secondary","Participant",0,0,"Parent","No","No","No","Yes","Daily","No","none","Missing","999","No","none","no",2011
1092,4,"Male",1,1,1,"Picture","3","Student","Secondary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Missing","999","No","none","no",2011
1092,4,"Male",1,1,1,"Picture","3","Student","Infant","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Missing","999","No","none","no",2011
1092,4,"Male",1,1,1,"Picture","3","Student","Adult","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","none","Missing","999","No","none","no",2011
1092,4,"Male",1,1,1,"Picture","3","Student","Older","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","none","Missing","999","No","none","no",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Adult","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Secondary","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Secondary","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Infant","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Regularly","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Primary","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Secondary","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Older","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Older","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Pre-School","Participant",0,0,"Offspring","No","Yes","No","Yes","Regularly","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Infant","Participant",0,0,"Spouse","No","Yes","Yes","Yes","Regularly","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Infant","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Regularly","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Pre-School","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Regularly","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Infant","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Regularly","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Primary","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Pre-School","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Regularly","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Older","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Infant","Participant",0,0,"Offspring","No","Yes","Yes","Missing","Missing","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Older","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Pre-School","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Regularly","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Secondary","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Adult","Participant",0,0,"Offspring","No","Yes","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Older","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Pre-School","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Regularly","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Pre-School","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Regularly","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Primary","Participant",0,0,"Offspring","Yes","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Older","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Adult","Participant",0,0,"Offspring","Yes","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Pre-School","Participant",0,0,"Offspring","Yes","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Pre-School","Participant",0,0,"Offspring","Yes","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Adult","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Infant","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Regularly","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Infant","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Regularly","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Primary","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2011
1093,5,"Female",0,1,1,"Picture","1","Unemployed","Adult","Participant",0,0,"Offspring","No","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2011
1095,3,"Male",1,1,0,"Picture","0","Student","Primary","Shadow",1,1,"Sibling","No","No","No","Yes","Regularly","No","none","No","Shadow- the child went to madrasa so iam not sure if i recorded all contacts made.","No","none","no",2011
1095,3,"Male",1,1,0,"Picture","0","Student","Adult","Shadow",1,1,"Other relative","No","No","No","Yes","Regularly","No","none","No","Shadow- the child went to madrasa so iam not sure if i recorded all contacts made.","No","none","no",2011
1095,3,"Male",1,1,0,"Picture","0","Student","Older","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","none","No","Shadow- the child went to madrasa so iam not sure if i recorded all contacts made.","No","none","no",2011
1095,3,"Male",1,1,0,"Picture","0","Student","Primary","Shadow",1,1,"Sibling","No","No","No","Yes","Regularly","No","none","No","Shadow- the child went to madrasa so iam not sure if i recorded all contacts made.","No","none","no",2011
1095,3,"Male",1,1,0,"Picture","0","Student","Primary","Shadow",1,1,"Other relative","No","No","No","Yes","Regularly","No","none","No","Shadow- the child went to madrasa so iam not sure if i recorded all contacts made.","No","none","no",2011
1095,3,"Male",1,1,0,"Picture","0","Student","Adult","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","none","No","Shadow- the child went to madrasa so iam not sure if i recorded all contacts made.","No","none","no",2011
1095,3,"Male",1,1,0,"Picture","0","Student","Pre-School","Shadow",1,1,"Sibling","Yes","Yes","Yes","Yes","Daily","No","none","No","Shadow- the child went to madrasa so iam not sure if i recorded all contacts made.","No","none","no",2011
1095,3,"Male",1,1,0,"Picture","0","Student","Pre-School","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","none","No","Shadow- the child went to madrasa so iam not sure if i recorded all contacts made.","No","none","no",2011
1095,3,"Male",1,1,0,"Picture","0","Student","Primary","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","none","No","Shadow- the child went to madrasa so iam not sure if i recorded all contacts made.","No","none","no",2011
1095,3,"Male",1,1,0,"Picture","0","Student","Primary","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","none","No","Shadow- the child went to madrasa so iam not sure if i recorded all contacts made.","No","none","no",2011
1095,3,"Male",1,1,0,"Picture","0","Student","Primary","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","none","No","Shadow- the child went to madrasa so iam not sure if i recorded all contacts made.","No","none","no",2011
1095,3,"Male",1,1,0,"Picture","0","Student","Primary","Shadow",1,1,"Sibling","No","No","No","Yes","Regularly","No","none","No","Shadow- the child went to madrasa so iam not sure if i recorded all contacts made.","No","none","no",2011
1097,4,"Male",0,1,0,"Missing","3","Student","Older","Participant",0,0,"Other relative","No","No","No","Yes","Often","No","none","Yes","none","Yes","Following the explanations, I had to avoid shaking hands with many people so as not to contact RSV viruses ","none",2011
1097,4,"Male",0,1,0,"Missing","3","Student","Adult","Participant",0,0,"Other relative","No","No","No","Yes","Daily","No","none","Yes","none","Yes","Following the explanations, I had to avoid shaking hands with many people so as not to contact RSV viruses ","none",2011
1097,4,"Male",0,1,0,"Missing","3","Student","Adult","Participant",0,0,"Parent","No","No","No","Yes","Daily","No","none","Yes","none","Yes","Following the explanations, I had to avoid shaking hands with many people so as not to contact RSV viruses ","none",2011
1097,4,"Male",0,1,0,"Missing","3","Student","Adult","Participant",0,0,"Other relative","No","No","No","Yes","Daily","No","none","Yes","none","Yes","Following the explanations, I had to avoid shaking hands with many people so as not to contact RSV viruses ","none",2011
1097,4,"Male",0,1,0,"Missing","3","Student","Adult","Participant",0,0,"Other relative","No","No","No","Yes","Daily","No","none","Yes","none","Yes","Following the explanations, I had to avoid shaking hands with many people so as not to contact RSV viruses ","none",2011
1097,4,"Male",0,1,0,"Missing","3","Student","Primary","Participant",0,0,"Other relative","No","No","No","Yes","Daily","No","none","Yes","none","Yes","Following the explanations, I had to avoid shaking hands with many people so as not to contact RSV viruses ","none",2011
1097,4,"Male",0,1,0,"Missing","3","Student","Adult","Participant",0,0,"Other relative","No","No","No","Yes","Daily","No","none","Yes","none","Yes","Following the explanations, I had to avoid shaking hands with many people so as not to contact RSV viruses ","none",2011
1097,4,"Male",0,1,0,"Missing","3","Student","Adult","Participant",0,0,"Other relative","Yes","No","No","Yes","Daily","No","none","Yes","none","Yes","Following the explanations, I had to avoid shaking hands with many people so as not to contact RSV viruses ","none",2011
1097,4,"Male",0,1,0,"Missing","3","Student","Adult","Participant",0,0,"Other relative","No","No","No","Yes","Daily","No","none","Yes","none","Yes","Following the explanations, I had to avoid shaking hands with many people so as not to contact RSV viruses ","none",2011
1097,4,"Male",0,1,0,"Missing","3","Student","Pre-School","Participant",0,0,"Other relative","No","No","No","Yes","Daily","No","none","Yes","none","Yes","Following the explanations, I had to avoid shaking hands with many people so as not to contact RSV viruses ","none",2011
1097,4,"Male",0,1,0,"Missing","3","Student","Secondary","Participant",0,0,"Other relative","No","No","No","Yes","Daily","No","none","Yes","none","Yes","Following the explanations, I had to avoid shaking hands with many people so as not to contact RSV viruses ","none",2011
1097,4,"Male",0,1,0,"Missing","3","Student","Older","Participant",0,0,"Other relative","No","No","No","Yes","Daily","No","none","Yes","none","Yes","Following the explanations, I had to avoid shaking hands with many people so as not to contact RSV viruses ","none",2011
1097,4,"Male",0,1,0,"Missing","3","Student","Adult","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","none","Yes","none","Yes","Following the explanations, I had to avoid shaking hands with many people so as not to contact RSV viruses ","none",2011
1097,4,"Male",0,1,0,"Missing","3","Student","Adult","Participant",0,0,"Sibling","No","No","No","Yes","Rarely","No","none","Yes","none","Yes","Following the explanations, I had to avoid shaking hands with many people so as not to contact RSV viruses ","none",2011
1098,5,"Male",0,1,1,"Text","0","Casual Laborour","Primary","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
1098,5,"Male",0,1,1,"Text","0","Casual Laborour","Adult","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
1098,5,"Male",0,1,1,"Text","0","Casual Laborour","Adult","Shadow",1,1,"Offspring","No","No","No","Yes","Often","No","None","Yes","None","No","None","No",2011
1098,5,"Male",0,1,1,"Text","0","Casual Laborour","Adult","Shadow",1,1,"Spouse","No","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2011
1098,5,"Male",0,1,1,"Text","0","Casual Laborour","Adult","Shadow",1,1,"Offspring","No","No","No","Yes","Often","No","None","Yes","None","No","None","No",2011
1098,5,"Male",0,1,1,"Text","0","Casual Laborour","Secondary","Shadow",1,1,"Sibling","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2011
1098,5,"Male",0,1,1,"Text","0","Casual Laborour","Secondary","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
1098,5,"Male",0,1,1,"Text","0","Casual Laborour","Adult","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
1098,5,"Male",0,1,1,"Text","0","Casual Laborour","Secondary","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
1098,5,"Male",0,1,1,"Text","0","Casual Laborour","Secondary","Shadow",1,1,"Sibling","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2011
1098,5,"Male",0,1,1,"Text","0","Casual Laborour","Pre-School","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
1098,5,"Male",0,1,1,"Text","0","Casual Laborour","Secondary","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
1098,5,"Male",0,1,1,"Text","0","Casual Laborour","Secondary","Shadow",1,1,"Sibling","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2011
1098,5,"Male",0,1,1,"Text","0","Casual Laborour","Adult","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
1098,5,"Male",0,1,1,"Text","0","Casual Laborour","Secondary","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
1098,5,"Male",0,1,1,"Text","0","Casual Laborour","Pre-School","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
1098,5,"Male",0,1,1,"Text","0","Casual Laborour","Older","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
1099,3,"Male",0,1,1,"Picture","0","Pre-School","Adult","Shadow",1,1,"Sibling","No","No","No","Yes","Often","No","none","Yes","none","No","none","no",2011
1099,3,"Male",0,1,1,"Picture","0","Pre-School","Adult","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1099,3,"Male",0,1,1,"Picture","0","Pre-School","Adult","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1099,3,"Male",0,1,1,"Picture","0","Pre-School","Primary","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1099,3,"Male",0,1,1,"Picture","0","Pre-School","Pre-School","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1099,3,"Male",0,1,1,"Picture","0","Pre-School","Primary","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1099,3,"Male",0,1,1,"Picture","0","Pre-School","Infant","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1099,3,"Male",0,1,1,"Picture","0","Pre-School","Primary","Shadow",1,1,"Parent","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1099,3,"Male",0,1,1,"Picture","0","Pre-School","Adult","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1099,3,"Male",0,1,1,"Picture","0","Pre-School","Primary","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1099,3,"Male",0,1,1,"Picture","0","Pre-School","Primary","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1099,3,"Male",0,1,1,"Picture","0","Pre-School","Primary","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1099,3,"Male",0,1,1,"Picture","0","Pre-School","Pre-School","Shadow",1,1,"Sibling","No","Yes","Yes","Yes","Daily","No","none","Yes","none","No","none","no",2011
1099,3,"Male",0,1,1,"Picture","0","Pre-School","Infant","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1102,1,"Male",0,1,1,"Picture","0","Pre-School","Primary","Shadow",1,1,"Sibling","Yes","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2011
1102,1,"Male",0,1,1,"Picture","0","Pre-School","Primary","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
1102,1,"Male",0,1,1,"Picture","0","Pre-School","Adult","Shadow",1,1,"Parent","Yes","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2011
1102,1,"Male",0,1,1,"Picture","0","Pre-School","Primary","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
1102,1,"Male",0,1,1,"Picture","0","Pre-School","Older","Shadow",1,1,"Parent","Yes","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2011
1102,1,"Male",0,1,1,"Picture","0","Pre-School","Primary","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
1103,5,"Female",0,1,1,"Picture","3","Other","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1103,5,"Female",0,1,1,"Picture","3","Other","Adult","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1103,5,"Female",0,1,1,"Picture","3","Other","Adult","Participant",0,0,"Sibling","No","No","No","Yes","Often","No","none","Yes","none","No","none","no",2011
1103,5,"Female",0,1,1,"Picture","3","Other","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1103,5,"Female",0,1,1,"Picture","3","Other","Adult","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1103,5,"Female",0,1,1,"Picture","3","Other","Primary","Participant",0,0,"Parent","No","No","No","Yes","Often","No","none","Yes","none","No","none","no",2011
1103,5,"Female",0,1,1,"Picture","3","Other","Adult","Participant",0,0,"Sibling","No","Yes","Yes","Yes","Often","No","none","Yes","none","No","none","no",2011
1103,5,"Female",0,1,1,"Picture","3","Other","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1103,5,"Female",0,1,1,"Picture","3","Other","Pre-School","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1103,5,"Female",0,1,1,"Picture","3","Other","Adult","Participant",0,0,"Parent","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1103,5,"Female",0,1,1,"Picture","3","Other","Primary","Participant",0,0,"Sibling","Yes","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1103,5,"Female",0,1,1,"Picture","3","Other","Adult","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","none","Yes","none","No","none","no",2011
1103,5,"Female",0,1,1,"Picture","3","Other","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1103,5,"Female",0,1,1,"Picture","3","Other","Older","Participant",0,0,"Sibling","No","No","No","Yes","Often","No","none","Yes","none","No","none","no",2011
1103,5,"Female",0,1,1,"Picture","3","Other","Pre-School","Participant",0,0,"Sibling","No","No","No","Yes","Often","No","none","Yes","none","No","none","no",2011
1103,5,"Female",0,1,1,"Picture","3","Other","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1103,5,"Female",0,1,1,"Picture","3","Other","Secondary","Participant",0,0,"Sibling","Yes","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1103,5,"Female",0,1,1,"Picture","3","Other","Adult","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1103,5,"Female",0,1,1,"Picture","3","Other","Adult","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1103,5,"Female",0,1,1,"Picture","3","Other","Adult","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1103,5,"Female",0,1,1,"Picture","3","Other","Adult","Participant",0,0,"Sibling","Yes","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1103,5,"Female",0,1,1,"Picture","3","Other","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1104,2,"Male",0,1,1,"Picture","0","Unemployed","Adult","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","none","Yes","none","No","none","no comment",2011
1104,2,"Male",0,1,1,"Picture","0","Unemployed","Primary","Shadow",1,1,"Parent","Yes","Yes","Yes","Yes","Daily","No","none","Yes","none","No","none","no comment",2011
1104,2,"Male",0,1,1,"Picture","0","Unemployed","Secondary","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","none","Yes","none","No","none","no comment",2011
1104,2,"Male",0,1,1,"Picture","0","Unemployed","Older","Shadow",1,1,"Sibling","No","Yes","Yes","Yes","Daily","No","none","Yes","none","No","none","no comment",2011
1104,2,"Male",0,1,1,"Picture","0","Unemployed","Primary","Shadow",1,1,"Sibling","Yes","Yes","Yes","Yes","Daily","No","none","Yes","none","No","none","no comment",2011
1104,2,"Male",0,1,1,"Picture","0","Unemployed","Adult","Shadow",1,1,"Sibling","Yes","Yes","Yes","Yes","Daily","No","none","Yes","none","No","none","no comment",2011
1105,1,"Female",0,1,0,"Picture","0","Pre-School","Primary","Shadow",1,1,"Sibling","Yes","Yes","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1105,1,"Female",0,1,0,"Picture","0","Pre-School","Primary","Shadow",1,1,"Sibling","Yes","Yes","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1105,1,"Female",0,1,0,"Picture","0","Pre-School","Adult","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1105,1,"Female",0,1,0,"Picture","0","Pre-School","Primary","Shadow",1,1,"Parent","No","Yes","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1105,1,"Female",0,1,0,"Picture","0","Pre-School","Primary","Shadow",1,1,"Sibling","Yes","Yes","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1105,1,"Female",0,1,0,"Picture","0","Pre-School","Adult","Shadow",1,1,"Sibling","No","No","No","Yes","Regularly","No","none","Yes","none","No","none","no",2011
1105,1,"Female",0,1,0,"Picture","0","Pre-School","Pre-School","Shadow",1,1,"Sibling","Yes","Yes","Yes","Yes","Daily","No","none","Yes","none","No","none","no",2011
1105,1,"Female",0,1,0,"Picture","0","Pre-School","Pre-School","Shadow",1,1,"Sibling","Yes","Yes","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1105,1,"Female",0,1,0,"Picture","0","Pre-School","Primary","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
1105,1,"Female",0,1,0,"Picture","0","Pre-School","Adult","Shadow",1,1,"Parent","Yes","Yes","Yes","Yes","Daily","No","none","Yes","none","No","none","no",2011
1105,1,"Female",0,1,0,"Picture","0","Pre-School","Primary","Shadow",1,1,"Sibling","No","Yes","No","Yes","Regularly","No","none","Yes","none","No","none","no",2011
1106,5,"Female",0,1,1,"Missing","2","Unemployed","Primary","Participant",0,0,"Sibling","Yes","Yes","No","Yes","Daily","No","none","Yes","none","No","none","no comment",2011
1106,5,"Female",0,1,1,"Missing","2","Unemployed","Pre-School","Participant",0,0,"Sibling","Yes","Yes","No","Yes","Daily","No","none","Yes","none","No","none","no comment",2011
1106,5,"Female",0,1,1,"Missing","2","Unemployed","Primary","Participant",0,0,"Sibling","No","Yes","No","Yes","Rarely","No","none","Yes","none","No","none","no comment",2011
1106,5,"Female",0,1,1,"Missing","2","Unemployed","Primary","Participant",0,0,"Sibling","No","Yes","No","Yes","Regularly","No","none","Yes","none","No","none","no comment",2011
1106,5,"Female",0,1,1,"Missing","2","Unemployed","Pre-School","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no comment",2011
1106,5,"Female",0,1,1,"Missing","2","Unemployed","Older","Participant",0,0,"Sibling","No","Yes","No","Yes","Regularly","No","none","Yes","none","No","none","no comment",2011
1106,5,"Female",0,1,1,"Missing","2","Unemployed","Pre-School","Participant",0,0,"Sibling","Yes","Yes","No","Yes","Regularly","No","none","Yes","none","No","none","no comment",2011
1106,5,"Female",0,1,1,"Missing","2","Unemployed","Pre-School","Participant",0,0,"Sibling","No","Yes","No","Yes","Often","No","none","Yes","none","No","none","no comment",2011
1106,5,"Female",0,1,1,"Missing","2","Unemployed","Adult","Participant",0,0,"Sibling","No","Yes","No","Yes","Daily","No","none","Yes","none","No","none","no comment",2011
1106,5,"Female",0,1,1,"Missing","2","Unemployed","Primary","Participant",0,0,"Sibling","Yes","Yes","No","Yes","Daily","No","none","Yes","none","No","none","no comment",2011
